cid,descrption
ECON4073,"The course addresses current issues in open
economy macroeconomics and international finance. The goal of
the course is to familiarise the students with major topics of
international macroeconomics and apply them to real life. A number
of formal models will be presented and their relation with data
discussed. Topics include an exchange rate determination and
dynamics, macroeconomic policy under fixed and floating exchange
rate regimes, current account behaviour, exchange rate management
and international policy coordination, and the history of the
international monetary system. Special attention is given to the
international financial architecture."
ECON4083,"The objective of this course is to train
students to use economical analytical frameworks to understand
international trade: what determines its volume and its pattern. Then,
through these analyses, students can understand the implications of
international trade to an economy: why trade benefits all
participating economies. Lastly, students can understand the
impacts of different protectionist policies that hinder international
trade."
ECON4093,"The objective of this course is to introduce
students to the study of fundamental economic decisions regarding
location and land use. It also aims to develop sound knowledge in
the organisation and development of urban and regional economics.
In addition, this course will provide students analytical tools for
evaluating economic impacts of urban policies and prepare students
for a successful career in fields such as business location, business
strategy, urban and transport planning, housing and community
development, and real estate marketing and investment."
ECON4103,"This course aims to provide an opportunity
for students to gain real-life working experience in organizational
departments related to economics, finance, operations, and data
analysis. The primary intention of this course is to provide the
opportunity for students to work in various departments related to
their discipline including investment analysis, financial risk analysis,
and stockbroking functions. A secondary intention is for students to
use the internship placement to broaden their own experience
beyond the limitations of their chosen discipline. Under the
guidance of both faculty and workplace supervisors, students will
work in an organization as interns and complete work assignments
that are primarily related to the students’ discipline. The internship
assignment is expected to take up no less than 150 hours to
complete plus 12 hours of lecture at the College, and it may or may
not be paid for. Students will be assisted by UIC, but they are
responsible for finding professional placements. The host
organization will nominate a contact person for the student for the
duration of the internship."
FIN3013,"This course addresses the advanced topics in
financial management. It offers students an opportunity to examine
the theory of corporate finance and the role in leading practitioners
towards sound financial decisions."
FIN3033,"This objective of this course is to enable
students to (1) understand the fundamentals of derivatives such as
futures, options, etc.; and (2) explore theoretical as well as practical
aspects of these topics."
FIN3043,"This course examines the investment
environment in Hong Kong, the basic principles of valuation of
financial assets, and the development of portfolio and capital market
theories. The purpose is to offer students guidance in the
management of financial investments"
FIN2013,"This course provides students with an
understanding of basic investment products and financial planning
techniques commonly used today. Various investment products will
be introduced in this course, such as common stocks, fixed income
securities, unit trust, derivatives, etc. Particular attention is given to
forming a sound and executable financial plan."
FIN3003,"This course aims at providing students with a
general understanding of the banking industry and the importance of
an efficient banking industry to the working of a market economy.
It examines the structure of the banking industry, the role of the
central bank, and the basic functions of commercial banks. Recent
developments of banking regulations and capital adequacy will be
discussed, particularly the Basel II and the CAMELS rating of the
U.S. This course also discusses the products being offered by the
banks and the methods in analysing the performance of a typical
commercial bank, as well the credit analysis and credit control of
bank customers."
FIN3023,"This objective of this course is to enable
students to (1) explore various fixed-income securities and the
methods for analysing them; and (2) discuss interest rate related
derivative instruments and how to use these contracts to modify the
exposures and enhance the yields of the fixed-income portfolios"
FIN3053,"This course provides students with knowledge
to understand the international financial environment and to analyse
and solve financial problems facing multinational firms. All
traditional areas of corporate finance are approached from the
perspective of multinational corporations."
FIN3073,"Fundamental methods for formulating and
solving financial models will be developed. Emphasis will be on
defining the mathematical structure of problems and on practical
computer methods for obtaining model solutions."
FIN4003,"This course focuses on the management of
financial institutions, such as banks, unit trust companies, and
insurance companies using the risk management approach. It
provides students with the knowledge and know-how for them to
understand the challenges of globalisation international financial
institutions face."
FIN4013,"This course introduces students to investment
forecasting techniques, which include technical analysis and time
series methods. Class lectures will focus on the applications of these
methods in forecasting stock prices, earnings, dividends, indices,
sales and other economic variables. Students’ understanding of the
issues arising from practical applications of financial forecasting
will be enhanced by participation in case studies."
FIN4023,"Initially much neglected by non-financial and
financial institutions, risk management has become an increasingly
important area of finance and nowadays attracts widespread
attention in companies in various business sectors. This course will
apply financial risk management methods using concepts from areas
such as value at risk, derivatives, hedging and financial engineering.
Some of the markets studied include commodities, stocks, bonds,
and currencies. Analytical methods to quantity market risks, credit
risks as well as operational risks will be covered in this course. This
course aims to train future managers to use the framework to
actively manage the financial risks their organisations face."
FIN4033,"Under guidance of the instructor, students
have the opportunity to explore and discuss in this seminar, the
latest developments and the major areas of concern in the field of
finance."
FIN4043,"The objective of this course is to introduce
essential business valuation concepts, and applications techniques
for students to analyse dynamic business environments of a
company, interpret companies’ business models and financial
statements, translate business logics and assumptions into financial
forecast, and select appropriate valuation methods to ascertain
corporate value. This course aims at helping students to be equipped
with the essential techniques required by financial analysts."
FIN4053,"This course is designed to help the students
understand the issues faced by firms operating in China, and to deal
with them in an efficient way. It examines the structure of financial
system, the development of financial market, the regulation of
capital market, the management of financial institutions, and the
operation of corporations in China. Emphasis is placed on the
general environment of financial market in China."
FIN4063,"This course aims to provide students an
opportunity to gain real-life working experience related to various
issues and activities associated with an organization’s finance
function or an institution in the financial industry. Under the
guidance of both faculty and workplace supervisors, students will
work in an organization as interns and complete work assignments
that are primarily related to the organization’s activities related to
financial management and/ or operations of a firm in the financial
industry. The internship assignment is expected to take up no less
than 150 hours to complete plus 12 hours of lecture at the College,
and it may or may not be paid for. The internship also provides an
opportunity for students to broaden their own experience beyond the
limitations of their chosen discipline. Students will be assisted by
UIC, but are responsible to find a suitable professional placement.
The host organization will nominate a contact person for the student
for the internship."
MHR3033,"This course is designed to provide a
framework of concepts and knowledge for understanding the course
and to introduce students to recent developments in performance
management. Students will learn to analyse approaches to managing
performance; identify the major actors, their roles and the current
issues in performance management; and assess different strategies
and processes used in managing the performance management
process. Students will learn to apply relevant concepts and skills
through case studies and role plays."
MHR3013,"This course aims to provide a comprehensive
overview of the research, theory and practices of training and
development within an organisation, and to prepare students as a
potential practitioner in a managerial role or as a specialist working
within an organisation, or as an external consultant working with a
range of organisations with training and development needs."
MHR3023,"This course introduces students to various
theories and concepts associated with the effective staffing of
organisations. Strategic, technological, practical, ethical and legal
issues confronting organisations’ staffing systems are presented.
After completing this course, students are expected to have acquired
the background for understanding contemporary recruitment and
selection issues and the competencies to address specific staffing
challenges."
MHR3043,"This course is designed to achieve two
distinct objectives. The first is to provide a framework of concepts
and knowledge for understanding the course and to introduce
students to recent developments in labour relations. Students will
learn to analyse approaches to industrial or employee relations;
identify the major actors, their roles and the current issues in
industrial relations; and assess different strategies and processes
used in managing industrial relations. The second objective is to
introduce students to the basic employment law principles. Students
will learn to apply relevant employment law principles through case
studies."
BUS4033,"The objective of this course is to give students
the opportunity to gain practical experience working in an
organisation. Under the guidance of both faculty and workplace
supervisors, the students will complete a work assignment of no less
than 120 hours, either paid or unpaid."
BUS4043,"The primary objective of this course is to
enhance student awareness of the impact of culture on supposedly
universal management practices designed to facilitate the effective
utilisation and development of the organisation main asset - its
employees. Students can expect to enhance their understanding of
the global context of organisations, interpersonal skills needed to
manage across national borders, and the structure and functioning of
multinational companies."
MHR3063,"The course introduces students to the general
topic of global HRM in terms of environmental and organisational
contexts, strategy structure and process. Next, students are
introduced to HR and organisation from a comparative perspective,
managing an international staff and focuses on international
recruitment and selection, and performance management in an
international context. After that, students are introduced to the
notions of training and development of an international staff
followed by issues of global compensation. Repatriation issues are
discussed in terms of employee development. The course then
directs its attention to issues of industrial relations and industrial
democracy. The course ends with a discussion of issues, challenges
and theoretical developments in global HRM."
MHR3073,"This course is designed to introduce students
to social psychology in organisations. Students will learn about how
people think about, influence, and relate to one another within an
organisational context. In particular, students will examine the
impact of person, situation, and cognition on behaviour."
MHR4003,"This course is designed to consider the
theories and role of human resource planning and link it to the
policies and practice required for effective human resource
management. This course examines internal and external
environmental factors and trends that have crucial impacts on HR
objectives and strategies in organisation. The role of human
resource information system and the use of information technology
in HRM and employee planning are also key issues to study in the
course."
MHR4013,"This course offers an advanced study of
human resources policies and problems in Mainland China. The
aims of this course are (1) to introduce to students the current and
practical issues of doing HRM in Mainland China, (2) to enable
students to understand and analyse the contextual forces of the
labour market, characteristics of workforce and prevailing HRM
functions and policies in China and develop them to evaluate and
apply those learned skills and principles in managing human
resources in China."
MKT3013,"Global marketing addresses global issues that
challenge today’s international marketer and describes the concepts
relevant to all international marketers regardless of the extent of
their international involvement. This course aims at students to keep
pace with the changes facing businesses now and into the future. As
global economic growth occurs, understanding marketing in all
cultures is increasingly important. Progress toward the single
market in Europe has continued, the former communist countries
have continued to embrace free markets, a number of symptoms
including major declines in currency values and wide spread
bankruptcy of highly leveraged firms that had taken on an enormous
burden of dollar debt to finance of dubious expansion projects.
These are not simply news reports but changes that affect the
practice of business worldwide."
MKT3023,"This course introduces students to the theories
and practices of marketing research. This course covers: (1) the role,
importance and limitations of marketing research; (2) basic
procedures of marketing research; (3) various research techniques
commonly used in marketing research; (4) applications of
marketing research"
MKT3033,"The purpose of this course is to study the
overall consumer decision-making process. Consumer decision
pattern determines the formulation of marketing strategy. Students
are able to develop consumer behaviour preference marketing tactic
to enhance marketing mix functions. Major areas covered are: the
consumer as an individual, consumers in their social and cultural
settings, the consumer’s decision-making process and developing
relevant and effective marketing strategies for consumers."
MKT3063,"This course has the following aims: (1) to
examine the impact of Internet on planning of marketing strategies
and practices; (2) to develop a general framework to enable the
design of internet marketing programmes; (3) to introduce the
concepts of ethical marketing and socially responsible marketing
decision for today’s organisations; (4) to design a marketing
strategy that put corporate social responsibility first and utilise it to
improve competitiveness and achieve long term sustainability; (5)
to make use of internet to fulfil and perform corporate social
responsibility that expected by stakeholders."
MKT4003,"This course focuses on providing students
with the knowledge and experience of planning and executing
marketing strategy. Marketing strategy is part of the overall
strategic management planning process with a specific mission on
delivering value to customers. This course balances theories and
practices. Apart from lectures and tutorials, it also utilises other
means, such as case studies, guest talks, to enhance students’ critical
thinking abilities, problem solving capabilities and effective
communication skills. To familiarise students with current
marketing situation, marketing issues in Hong Kong and China are
examined."
BUS4063,"The primary objectives of this course are: (1)
to provide students with a basic understanding of the theories and
concepts of international business; (2) to discuss the economic,
cultural and political factors in shaping the international business
environment; (3) to introduce different functional areas of
international corporations management with reference to problems
and issues of doing business with developing countries and centrally
planned economies’ and (4) to familiarise students with the
international business activities of Hong Kong companies."
MKT2013,"Students must have at least year 3 standing
Course Description: This course provides students with an
opportunity for active learning and enables them to build a sense of
social responsibility and commitment that are essential when they
apply their business and professional skills to their careers. This is a
community-based instruction course intended to promote students’
civic responsibility and to strengthen their problem-solving and
decision making skills by acquiring hands-on experience in
community projects provided by NGOs and not-for-profit
organisations in Hong Kong, Mainland China and other countries. It
is a reciprocally beneficial course, with meaningful service being
provided to the community and meaningful learning experiences
being provided to the student."
MKT3003,"This course introduces students to the theories
and practices of customer relationships management. Students are
learned how to translate the Customer Relationship Management
(CRM) business strategy into marketing and how to build analytical
CRM and enable organisational processes. Emphasis is placed on
customer profiling, buyer motivation, customer communications,
customer service centre operations, customer databases, different
CRM strategies, and the role of measuring and managing customer
satisfaction and loyalty."
MKT3043,"This course focuses on providing students
with the knowledge and experience of brand building and
management. On successful completion of this course, students
should understand the nature and importance of branding building
in marketing practice. In addition, they should also possess the
strategic thinking and techniques in developing and managing
brands that enhance an organisation’s marketing competence."
MKT3053,"This course aims to provide students an
opportunity to gain real-life working experience related to the
various issues and activities associated with an organisation’s
marketing function. Under the guidance of both faculty and
workplace supervisors, students will work in an organisation as
interns and complete work assignments that are primarily related to
the organisation’s marketing activities. The internship assignment is
expected to take up no less than 120 hours to complete, and it may
or may not be paid."
MKT3073,"This course aims to equip students with the
necessary knowledge, skills and independence of thought so that
they can appreciate the role of marking communication within its
broader context, and critically evaluate marketing communication
theories and models before applying them to practical marketing
situations."
MKT4013,"This course will introduce the core principles,
concepts and marketing strategies specific to the services sector. An
overview of the services marketing process and its differences from
the marketing of customer products will be presented. Topics will
include quality control, customer satisfaction and customer loyalty
in a variety of service industries."
MKT4023,"This course aims at providing students with
marketing management theories and skills, particularly an
understanding of the marketing environment, marketing mix and
practices in China. Emphasis will be placed on combining
marketing concepts with practical business requirements in China
business. The current developments, problems and issues of doing
marketing in China will also be examined."
MKT4033,"This course aims at providing students with
the understanding of the critical role that retailing plays in the
business world and how retailing can be coordinated with the other
marketing mix elements to further enhance the marketing functions.
Both the current retailing practices and the general retailing theories
are described in order to provide students with the necessary insight
to operate a retail establishment successfully."
MKT4043,"Effective management of a company’s sales
force is essential to the successful implementation of its overall
marketing plan. This course provides students with overall
understanding of the roles of sales management in a corporation and
the theories as well as the empirical practices in managing a sales
force effectively. The course also aims to study the sales
management process from personal selling point of view and
managerial point of view. This course will cover three main areas in
Sales Management (1) the nature and scope of sales management in
part I, IV; (2) the essence of the selling process in Part II and III;
and (3) sales promotion and sales channel in Part V and VI."
MKT4053,"The business-to-business arena entails a
complex market of commercial enterprises, public organisations and
government institutions. This course aims to teach the students to
market products or services to other companies, government bodies,
institutions, and other organisations. It also provides the student an
overall understanding of the different components in the B2B
market. Last but not least, it enables the students to learn the
theories and practical skills in designing and managing the B2B
marketing strategy effectively."
EBIS3033,"The course is designed to provide an
introduction to programming in business environment. It assumes
the students with no prior programming experience and using a
simplified learn-by-example approach that stresses top-down design
and modular structured programming. First part of the class will
cover the basic principle of programming in general;
language-independent terms, and then discusses how the
programming construct in question is implemented in a specific
language such as Visual Basic. The second part will emphasise on
building a business application using the Rapid Application
Development (RAD) tools."
EBIS3043,"IT Governance and policy are concerned
about two things: IT’s delivery of value to the business and
establishing quality management of IT. In the course, students will
study the role of executive management in managing and governing
IT as well as issues related to controls and auditing of IT. They will
learn specific objectives of IT governance; frameworks that help
chart a roadmap for this function to support business values, and
tool and techniques that are used in specific areas of IT governance,
and policies and performance measure that need to be put in place
for effective IT management and governance. This course is aligned
with the COBIT control objectives, and provides a fundamental
understanding of IT governance, as well as controls and auditing
applications. The course will supplement the academic literature
with practice oriented contents."
EBIS3003,"This course aims to introduce students with
different types of database management systems (DBMS), the
principles and processes of developing database applications using
structured query language (SQL) in business operations, as well as
the management of database environments. The course focuses on
the fundamentals of data management in organisations, and
establishment of concepts and implementation methods for DBMS
applications."
EBIS3013,"This course provides students with techniques
of business systems analysis and design. The course covers all the
phases of the systems development life cycle: Initiation, Analysis,
Design, Development, and Implementation. Emphasis is placed on
concepts and techniques required in analysing information systems
and their logical design, as well as the application of those concepts
and techniques in various phases of the life cycle."
EBIS3023,"This course will provide students with an
understanding of the tools, skills, business concepts, strategic
opportunities, and social issues that surround the emergence of
electronic commerce on the Internet. Students will develop an
understanding of the current practices and opportunities in
e-commerce, including e-commerce models such as O2O, C2C,
B2C, B2B, and appreciate the significance of e-commerce as an
integral part of the more encompassing omni-channel business
strategy. Students will also be able to explore many of the issues
and challenges surrounding e-commerce such as cyber security,
anonymity, privacy, intellectual property rights, acceptable use
policies, and legal liabilities."
EBIS3063,"This course presents general principles and
major developments of telecommunications and mobile networked
systems in business. Emphasis is placed on applications of
telecommunication technologies, devices and concepts to
e-commerce and mobile commerce in secured and efficient
networked business environments."
EBIS3073,"This course aims to foster a comprehensive
understanding of the basic concepts of data collection, heuristic, and
analytical model of the decision support system (DSS)/business
intelligence (BI) to support management decision-making in a
business environment. Student will learn how to combine these
elements to construct a DSS/expert system (ES) to assist managerial
decision making and solve unstructured problems. It introduces new
dimensions of artificial intelligence (AI) systems such as neural
computing and data mining. In addition, the basic concepts of
knowledge engineering and the methods of knowledge acquisition
will also be studied in this course."
EBIS4003,"This course aims at training and developing
the students with the skills to analyse, evaluate and implement MIS
for small and medium enterprises (SMEs). The course will
emphasise on data analysis, project management, and system
evaluation and implementation. Each student is required to
participate in the evaluation and implementation of a small
computer-based information system. An oral presentation and
submission of a written report are expected at the end of the term."
EBIS4013,"This seminar course emphasises the
introduction and discussions of the new topics in MIS and
e-business management with the assistance of faculty experts. It
aims to equip students in the EBIS programme with both research
literature and practical oriented themes for enhancing the abilities of
conducting research, appreciating and understanding of current
information systems and e-business knowledge development, and
working towards individual competency and success."
EBIS4023,"The course aims to introduce the concepts and
techniques for developing a transaction-based web site using
contemporary tools in order to market the products and services of
organisation. It equips students with the comprehensive practical
ability from understanding the organisational requirements to fully
developing a transaction-based website."
EBIS4043,"Big data is one of the most important
information technologies that transforms how business is done in
today’s marketplace. Local and global businesses are investing
heavily in using big data analysis and related systems to drive
substantial enhancement in business models, business processes,
and customer values. This course provides students with a solid
understanding of the principles, methods, and technologies for big
data management to drive business innovations. It equips students
with the tools and the practices to design a plan for big data
management plan and with means to evaluate the proposed
solutions to improve business processes."
EBIS4063,"This course will provide a comprehensive
introduction and study into a broad selection of contemporary
information security issues, concepts and policies, including the
survey of state-of-the-art technology used to address security
problems. The technical content of the course gives a broad
overview of essential concepts and methods for providing and
evaluating security in information process systems (operating
systems and applications, networks, enterprise systems, protocols,
and so on). In addition to its technical content, the course touches
on the importance of management and administration, the place
information security holds in overall business risks, social issues
such as individual privacy, and the role of business and public
policies."
EBIS4073,"This course aims to provide students an
opportunity to gain real-life working experiences in placement
inside business organizations assuming responsibilities as an
e-business or information technology specialist. Under the guidance
of both faculty and workplace supervisors, students will work as
interns and complete work assignments relating to the
organization’s development, management and research activities in
the area of e-business and information systems. The internship
assignment is expected to take 150 hours to complete plus 12 hours
of lecture at the College. There may or may not be any stipend for
the internship. In coordination with other members in the business
organization, the internship also provides an opportunity for
students to broaden their professional experiences beyond the
limitations of their classroom education as well as of their own
discipline. Students will be assisted by UIC, but are responsible to
find a suitable professional placement. The host organization will
nominate a contact person as workplace supervisor for the student
through the duration of the internship."
EBIS3053,"The continuous and rapid introduction of
electronic media, digital technology platforms, data sources, and
media consumption devices have significantly changed the way we
do marketing campaigns. In view of this challenge, the course is
designed to provide students with the knowledge of the fundamental
and critical impacts of the newly emerging electronic media
landscape. Prevailing techniques of understanding online consumer
behaviours and the essential steps of planning e-marketing
campaigns (e.g., setting goals and objectives, monitoring and
analysing campaign performance) are emphasized. Learning in this
course will be accomplished through lectures, case studies, in-class
exercises, group project and presentations."
EBIS4033,"The purpose of this course is to study the
overall customer decision-making process by analysing the
customer’s behaviours in an e-commerce environment. Web
analytics is for understanding e-customer behaviour through
analysing the spectrum of data from web sites, social media
platforms, blogs, RSS feeds, and mobile devices in order to derive
the most relevant insights from the available data. Major areas
covered are: the customer behaviour analysis and customer data
management and customer knowledge management, customer data
collection methods, web data collection tools and techniques,
measurement and analysis of customer data, evaluation of online
marketing campaigns which enable companies to acquire, convert,
and retain customers. Learning in this course will be accomplished
through lectures, case studies, in-class exercises, group project and
presentations, and research papers."
EBIS4053,"This course provides an understanding of
contemporary web and mobile applications that enhance the
possibilities for social interactions, for exchange of information and
content creation on mobile devices, and the use of these applications
for business opportunities. It equips students with the knowledge
and skills for analysis, design, implementation and operation for
mobile and social media business applications. It enables students to
develop mobile and social media applications for business
improvement and innovations with features such as location-based
services and community-based recommendation services."
EPIN3003,"You have a business plan—now what? Most
businesses fail within the first five years of start-up, and this is not
due to a lack of effort on the part of the founders. This course will
focus on the issues that founders encounter when they attempt to
implement a business plan and turn an idea or model into a going
concern. These issues include, but are not limited to: formulating a
viable business model, determining location, determining scale and
scope of family business and succession problems, human resources
management issues specific to new businesses. We will also explore
some contemporary and novel issues in new ventures such as the
lean start-up method for new businesses."
EPIN3013,"The primary objectives of this course are to
(1) understand the concepts, features and institutions involved in
entrepreneurial finance and private equity markets; the organising
and operating of new venture; and the financial and non-financial
performance measures; (2) evaluate ways ventures can be financed;
(3) value new ventures based on risk assessment, and how the
financial valuation and deal structure can affect the development of
the business, the management team and the shareholders; and (4)
develop turnaround and exit strategies."
EPIN3023,"The objective of this course is to introduce
students to the key concepts of marketing with relevant to
entrepreneurship in the start-ups and growing process of their
enterprises, and their application in contemporary dynamic business
environment. Focuses are put on marketing strategies, which are
suitable for small business with limited marketing resources."
EPIN4003,"The purpose of the course is to introduce
students to corporate entrepreneurship principles and concepts. It
will prepare students with the capabilities to:
1) Identify and define key concepts in the corporate
entrepreneurship area;
2) Apply entrepreneurial skills and approaches within an
organisation;
3) Develop innovative and entrepreneurial organisations;
4) Create new venture within the organisation"
BUS3043,"The objective of this course is to impart
students with the knowledge and capability to apply different
qualitative research approaches to conducting business research
projects. This course, which provides a solid foundation on both
theories and applications of a variety of qualitative research
techniques (including case studies, ethnography, archival research,
participant observation, interview and focus group methods, as well
as transcription and analysis), will help students in preparing a
practical-oriented BBA Project."
EPIN3033,"Introduce and develop the quantitative skills
that entrepreneurs will need to reinforce their visceral qualitative
approaches to decision-making during the venture life-cycle from
initial development, through organising, operating and survival, to
consolidation. The skills revolve around the financial concepts of
cash, risk and uncertainty, constraints, opportunities and alternatives,
and performance. In addition, regulatory compliance is essential for
legitimate operation of the venture. The laws and regulations on
business vehicles, intellectual property, franchising, corporate
governance, tax and financial reporting are also covered."
EPIN3043,"The objective of this course is to familiarise
students with the concepts and practices in the creation,
development, design, marketing, and launching of new products and
services. The knowledge and skills gained will allow students to
make informed decisions about which new products to make or
what services to offer, and what strategies and development
processes to implement. Identifying opportunities, developing
strategies, and designing processes for the creation of new
products/services are key responsibilities for both entrepreneurs
inside and outside successful enterprises. However, developing new
products/services is fraught with several risks, which lead to failures
of many products/services introduced into the market. This course is
focused on improving the chances of success for new
products/services."
EPIN3053,"Logistics was originally a military term.
Traditionally, logistics means the organised movement of goods,
services, information and people from the point of origin to the
point of consumption. The scope of logistics has been growing
rapidly since the last few decades with the advance of technology. It
has also been estimated that logistics costs account for one third of
the cost of doing business. Effective logistics management is hence
crucial for the success of the company. This course introduces
logistics and distribution management and aims at providing
students with a full understanding of business logistics management,
transport, inventory and distribution systems."
EPIN4013,"There are two main objectives of this course.
The first objective is to introduce students to the concepts and
practice of taking entrepreneurship global in the emerging markets
as well as in advanced economies. The objective is to explore the
special problems and advantages relevant to startups and
entrepreneurial small and medium firms in a global context. The
second objective of the course is to heighten students’ awareness of
the roles that social entrepreneurs can play in the changing
economic and social systems. Social entrepreneurs address
problems that the government, private sector, and traditional
non-profit sector fail to achieve systemic impact. Social innovations
are new strategies, concepts, ideas and organizations that meet the
social needs of different elements which can be from working
conditions and education to community development and health —
they extend and strengthen civil society. The course considers the
full spectrum of social business models, including strictly non-profit
organizations, enterprises developing revenue-generating products
or services for a social goal, and socially responsible for-profit
companies. Students will be introduced to the concept of social
entrepreneurship while exploring the many mechanisms for and
barriers to achieving social impact. The course topics include design
thinking, strategic planning, project management, teamwork,
fundraising, marketing, leadership, and project sustainability. The
course also requires students to confront issues of power and
privilege, develop awareness of their strengths, and think about how
these factors combine to achieve impact."
EPIN4023,"The objective of this course is to provide
students the opportunity to better understand the entrepreneurial
process. Under the guidance of faculty and business owners,
students will be guided to complete a work assignment of no less
than 150 hours, to be either paid or non-paid to learn successful
entrepreneurial experiences in preparation for a business plan or to
create an enterprise with the potential to grow globally."
ENG1013,"This is a general introductory course to raise
students’ awareness of language via the study of various aspects of
human language, including: sound patterns, word structure,
sentence patterns, historical changes of language, dialects, language
families, society and language, language acquisition, writing
systems; introduce students to the concept of language structure,
and the social and cultural functions of language; prepare students
for further, detailed research and study (and presentation) in
language or linguistics."
TRA1003,"This is a foundational course with the
objectives of both training students in the basic approaches to
translation while also engaging students in the challenges common
to the practice of translation. Various translation skills and methods
will be analysed and compared. Special emphasis will be placed on
the development of the students’ knowledge of cultural
backgrounds and difference."
TRA2003,"This course aims at providing a foundation in
the theory and the practice of translation and applying that
knowledge to communicate effectively in diverse cultural and
linguistic contexts. Particular emphasis is placed on translation in
accordance with different professional text types."
TRA2013,"This course is a continuation of TRA2003
General Translation I. TRA2013 General Translation II builds on
students’ knowledge base in theory and practice in order to translate
effectively different text types in various professional and cultural
contexts. Students will synthesise diverse strategies in order to
practise translation successfully in a rapidly changing professional
field."
TRA2023,"This course trains students to categorise the
linguistic components in Chinese and English languages. Students
will then identify the distinctive linguistic features for both
languages, and integrate a contrastive analysis in order to develop
effective problem-solving strategies."
TRA3003,"This is an introductory course providing a
foundation in the theory and practice of English-Chinese and
Chinese-English interpreting. Students are trained with a strong skill
base in listening comprehension as well as in bilingual oral
presentation. The focus will be on the development of students’
competence in sight interpreting and consecutive interpreting of
source texts on general and specialised topics. Students will access
innovative on-line technology as a vehicle for the enhancement of
interpreting and self-evaluation skills. The medium of instruction
will be in English while teaching materials will both be in
Putonghua/Chinese and English for C-E and E-C interpreting."
TRA3013,"This course builds on the English skills
developed in foundation course in order to enhance students’
proficiency in translation from Chinese to English in professional
contexts. Especial focus will be given to the training of students in
making effective linguistic and communicative choices in diverse
professional and cultural contexts."
TRA3023,"This course provides students with practical
working experience. The students will apply their skills in
translation and communication in professional contexts and will be
given the opportunity to experience different aspects of the
profession such as translating, interpreting, copywriting,
proof-reading and document preparation. Students will work under
the guidance of their academic supervisors and host supervisors
from the employment."
TRA3033,"This course analyses the relationship between
culture and translation. It identifies the translator as cultural
mediator and applies the bicultural knowledge and sensitivities of
students to the practice of translation. The significance of culture in
translation will be measured and translation strategies will be
provided in order to guide students in effectively engaging the
cultural gaps between Chinese and non-Chinese cultures."
TRA3043,"This course builds on the students’ knowledge
of translation theory and practice in providing students with the
tools to apply that knowledge base to the practice of translation.
Students will distinguish the most effective communication and
translation strategies in order to engage successfully translation
problems typifying different professional contexts. Students will be
trained in professional standards and ethics and will be given the
requisite skills to evaluate their own and others’ performances as
translators."
TRA3063,"This course trains students to devise
operational plans and translation strategies for the media. Media
translation includes bilingual publication, journalistic writings, and
TV and radio broadcasting. Students will be given relevant
translation knowledge and skills and will then apply that knowledge
base to the practice of media translation. Special emphasis will be
placed on the role of a media translator as a “gate-keeper” of
information transfer and ethics in journalism in the sense of a media
translator will sometimes act as the manipulator as well as the
censor of the source information."
TRA3083,"This course builds on Introductory
Interpreting and aims at developing students’ intermediate-level
interpreting skills in English to Chinese and Chinese to English. The
focus is on the enhancement of students’ English listening
comprehension and bilingual oral skills, and students are given
access to innovative technological tools to improve on their skills in
interpreting and self-evaluation. Further, the students are provided
with feedback on their competence in sight interpreting and
consecutive interpreting of increasingly complex source texts. The
medium of instruction will be in English while teaching materials
will both be in Putonghua/Chinese and English for C-E and E-C
interpreting."
