course_code	course_description
DSS2003	This course addresses the interdisciplinary problems and respective normative social policy solutions regarding new realities and problem constellations arising in the field of employment policy and tax policy with the coming and growing of the digital economy, while also integrating wholesome societal perspectives and wholesome perspectives within the field of social policy making.
DSS2013	This course will equip students with basic concepts and theories concerning smart cities, its smart solutions and possible applications that have far-reaching implications for the understanding and development of our living environment. Students will familiarize themselves with comprehensive views of the history and evolution of smart cities, the role of technology and its application/operation in smart cities (e.g. urban computing, spatial data infrastructure, artificial intelligence, internet of things), as well as government structures, public discourse and policy in the operation, management and governance of smart cities. The course emphasizes a combination of theory and practical knowledge and skills. The main purpose is to enhance students comprehensive abilities of critical thinking, problem solving, and capacity to observe, identify, integrate, and judge broad opportunities arising from business, society, infrastructural development and urban management in this rapid digitalized world.
DSS2023	The aims of this course are 1. To develop basic understanding of behavioral science and their relevance to the digital society; 2. To relate the findings of behavioral science to life situations and to analyse factors affecting individuals psychological and behavioral well-being in digital society; 3. To addresses the productive and problematic use and impact of digital technologies on social  life across the lifespan, exploring implications of emerging technology; 4. To provide knowledge and skills of maintaining psychological and behavioral well-being.
DSS2033	This course aims to 1. Introduce and explain new innovative developments of social policy and corresponding societal developments in the age of digital society; 2. Examine new strategies and methods of social policy making and delivery in the context of 21st-century societal developments; 3. Understand the needs for social policy to ready government and society for the new realities of digital societies, and correspond accordingly in a timely, effective and efficient manner, in terms of social policy making in the broadest sense.
DSS3033	This course aims to 1. Offer the students a foundational knowledge of the field of professional ethics as it relates to the fields of digital society, digital competence and social policy. 2. Offer the basic legal knowledge specific to the popularization of employing digital technology in social life, with the emphasis on how to protect the rights and interests of all citizens and particularly the vulnerable groups.
DSS3053	The objectives of this course are 1) to understand that forces that are shaping organizations and managers to consider the roles of learning in organisations; 2) to explore that learning occurs and analysed in different organizations and in different contexts; 3) to examine different elements, processes and skills involved in implementing a learning organisation; 4) to analyse organisational learning is interrelated with most organisational and management goals; 5) to critically examine the strategies for building learning organisations with differential theoretical perspectives and models of the process.
DSS3063	This course aims to 1) To develop basic understanding with a global perspective on comprehensive and contemporary social welfare systems that cover major issues and areas of poverty prevention, provision of social security, health and social care, employment and education, housing and protection, family and children benefits in kind and in cash, and related essential social services;  2) To relate international social welfare and major global agenda with the latest digital technology and data sciences, by introducing social welfare informatics and major digital social indicators that allow for better policy formulation; 3) To provide knowledge and skills in analyzing social change with available data derived from digital platforms effectively to enable better planning, tracking and evaluating social development.
DSS4023	1. To give students opportunities to integrate academic experience and independent scholarship related to their disciplinary and inter-disciplinary expertise and professional goals. 2. To develop transferable skills by carrying out and disseminating independent research. 3. To instill in students the ethos of liberal arts and lifelong learning.
DSS4033	Objectives of the internship are to provide an experiential learning process to apply data science and computer assisted methods to study social issues in a real world setting. It will enable students to integrate classroom learning in digital social  science theories with the needs of business, government, media, health, social welfare and other policy concerns as observed and suggested by the host organizations. The internship is also intended for the students to acquire basic knowledge of their future career environment which may allow them to formulate problem statements for their final year project and goals for further studies. The experiential learning also aims to enhance students interest in social innovations.
DSS4043	The aims of this course are 1) To provide knowledge on basic concepts of holistic health and disease management. 2) To develop basic understanding on Digital Health and its contributions to the improvement of healthcare management and disease control. 3) To relate disease and health services management with the latest digital technology and data sciences. 4) To critically apply knowledge and skills in effective use of digital health information to promote health education and encourage healthy behaviors in the perspectives of developing Healthy Cities and building Healthy China.
EBIS2003	This course aims to introduce students to the history and evolution of cryptocurrency, the fundamental blockchain concepts, the philosophy of decentralization behind blockchain, and the main discussions happening within the blockchain ecosystem. In addition, students will learn about potential applications of blockchain and the impact it could have on the business world. The main objective of this course is to cut through some of the confusion and help students understand what blockchain technology and cryptocurrencies are really about so that they can make informed analyses and decisions regarding its use. The course will be multi-level, multidisciplinary, and critical, with a focus towards giving students a basic understanding of how blockchains work, where they are used, their limitations, and how they affect organizations and society now and in the future.
EBIS2013	This course introduces students to the fundamentals of the digital economy and FinTech in three directions. First, the course educates students to understand the economic mechanisms of the digital economy and FinTech. Second, in the course, the students learn about the achievements of science and technology in the fields. Finally, the students capture the industrial developments of the digital economy and FinTech.
DMM3063	This course aims to help students understand the methods, terms and goals of future and trend research. They will learn the sub-disciplines of sociology, cultural anthropology, research on changing values, psychology and semiotics, as well as the processes and methods of future research, which are relevant for trend research.
ECON2103	This course aims to introduce concepts & principles of microeconomics for financial mathematics students from elementary to intermediate level. The students should moreover appreciate the relevance of the course materials to real life, and learn to apply them in analysing economic problems commonly encountered by individuals and firms. The major topics covered are the market forces of demand and supply, and the associated concept of elasticity; the key role of price in the resource allocation; the efficiency of, and some possible problems with, the market mechanism; the various cost measures for firms; the different forms of market competition, and the impact on social welfare; and finally, the basic role of government in the economy.
ECON3163	This course serves as an opportunity to study Marxist political economy at the intermediate level. By reading selected topics from the Marxs original work, the students would be guided to critically study and discuss some of the most important theories from Das Kapital. The focus will be on equipping students with an in-depth understanding of the methods and principles of Marxist economics, and of the critique of the capitalist mode of production by Marx.
ENG3303	This course will introduce students to some of the principal approaches to literary interpretation using current critical theory. Students will be expected to read short selections of theoretical texts, and to investigate the application of the theory in their reading of literature.
ENG3313	This course explores the major critical approaches to reading and interpreting literature that developed throughout the twentieth century. Literary criticism attempts to answer a range of questions central to the nature of literary experience. It examines the production of value and meaning in works of art, grapples with the mediating power of history and genre in framing how we understand those works, and highlights the role of tropes and formal elements such as imagery, allusion, metaphor, symbol, sound, theme, and narrative in shaping how we experience texts aesthetically. Literary criticism also explores questions of authorship, intentionality, and intertextuality. In reflecting on these questions, students will engage critically with some of the most influential critics, schools of thought, and conceptual problems that have come to define literary studies in the past century, ranging from practical criticism to reader response, and from semiotics to deconstruction. The course will focus primarily on the tradition of close reading that developed from Arnold to Derrida, and conclude with a brief foray into contemporary developments in criticism.
ENG3353	This course introduces students to the Shakespeares poetry and drama from different perspectives as literary text, as dramatic performance, and as adaptation across genres and cultures. Students are introduced to the social, cultural and historical contexts of Shakespeares writing and explore the major themes addressed in his work. Further, students are invited to consider historical and contemporary stagecraft as well as adaptations of his work across different media and in different cultural contexts. Students are required to participate in readings and performances of scenes from the plays, and to engage with the critical heritage of Shakespearean studies.
ENG3363	1) To develop a knowledge of the tradition of classical mythology and its influences on English literatures and popular cultures in various historical periods. 2) To enhance critical reasoning and interpretive skills by exploring the classical mythology in terms of how it is creatively used and adapted in different social and cultural contexts. 3) To strengthen overall English proficiency and cultural literacy of Western civilization by reading, discussing, performing, and writing about classical mythology.
ENG3373	1) To explore gender-related issues through a variety of critical and theoretical lenses, such as male and female essentialism, and poststructuralist feminism. 2) To evaluate the work of specific female writers and their contribution to the development of literature and literary scholarship.
ENG3383	1) To explore various forms of narrative fiction in literature; 2) To analyze literary devices used in the selected texts; 3) To examine the observance and subversion of literary conventions in different genres; 4) To assess literature and its impact on society.
ENG3393	1) To introduce the student to the critical study of literature and film. 2) To equip the student with the skills and subject knowledge needed for successful literary and film study at the degree level. 3) To enhance reasoning and analytical skills through close readings of literary and film texts, and writing assignments which focus on contemporary cultural approaches to criticism. 4) To strengthen oral communication through focused group discussions, presentations, and collaborative projects.
ENG4053	This course will develop creative writing skills and creative aptitude by allowing students to explore diverse genres, including poetry, fiction, non-fiction, and drama. In addition to gaining experience and confidence in writing, students will develop an appreciation for the ways in which language, identity, and personal growth connect. Above all, students will come to understand that writing is a process which involves revision and careful editing. By presenting their work to the class on a regular basis, speech and presentations skills will be refined.
ENG4173	This course aims to afford advanced students in English Language and Literature Studies the opportunity to conduct in-depth study of topics of English language, literature or creative writing through traditional and applied research. The students are expected to develop a critical understanding of the applications of inter-disciplinary studies to engaging with and to developing innovative solutions to real-world problems.
ENG4193	The Final Year Project is a year-long capstone project that brings together academic and professional skills acquired in the programme. Under the guidance of an advisor, the student will identify a suitable research or portfolio topic; find research materials; narrow the topic; read, evaluate, and interpret materials; write, edit, and polish, and, finally, document and present the work.
ENG4213	1) To develop cultural literacy by introducing a special topic related to the research interests of the instructor. 2) To enhance critical reasoning and interpretive skills by reading literature and writing on a special literary topic. 3) To strengthen oral communication through focused group discussions, presentations, and collaborative projects.
ENGI2003	This course gives an overview of the major fields of mechanical engineering, such as design, production, theory of machines, solid mechanics, fluid mechanics and thermal and energy systems. It prepares students to master the basic concepts of mechanical engineering, to handle the basic theory of general mechanical engineering; to make elementary calculations of ideal gases and steam; to understand and appreciate significance of mechanical engineering in different fields of engineering; and the basic methods of dealing with general mechanical engineering  problems. The course gives students a chance on the practice of preparing and presenting a scientific design of an engineering system.
ENGI2013	This course helps students to understand the basic principles of engineering drawing. Students will learn how to take data and transform them into graphic drawings, and how to use freehand and appropriate computer software for drafting and technical drawing.
ENV1003	This course aims to provide students the fundamental understanding of climate change, which is a complex global environmental issue, by explaining the scientific evidence of climate change and evaluating the impacts of climate change on the natural environment and human societies. Fundamentals of climate change policies and abatement technologies will also be introduced and evaluated to widen students' perspectives in combating this emergent issue. In addition, through this course students will learn how to contribute their own effort as a global citizen to solve the problem together.
ENV1013	This interdisciplinary course is designed to enable students to apprehend the intricate relationships between economic growth, pollution and environmental health. This course also aims to broaden the students' perspectives on how economics, cultures, educations, environmental policies and ethics contribute to the planning of eco-cities. Case studies will also be used to help students to analyse and apply the concepts and theories of eco-city. Upon completion of the course, students should be able to comprehend the importance of sustainable development and engage in innovative thinking on current environmental issues in preparing them to plan and construct eco-cities.
ENV1023	This course provides students the general information about structure, constituent of the Planet and Earth relating to their processes; introduces the earth's dynamic and changing environment, and the application of geologic information to the entire spectrum on interactions between people and the physical environment; and helps to equip students with an understanding of the interactions between geologic processes, ecological processes and society, and how Earth system interacts with major environmental problems.
ENV3083	This course aims to provide a comprehensive view of biospheres processes, in all their complexity and interconnection with each other. The course will present the basic methodological principles of biogeochemistry, which allows to navigate in the variety of scientific information and better understand the principles of decision-making in the field of environmental protection.
ENV4073	This course aims to provide and develop students real working experience on Environmental Science and Environmental Management outside the UIC campus at a host organization which has related nature of work, daily operations, or business activities. Students will be assigned to work in a designated environmental-related organization such as governmental department, public institution, non-governmental organization, academic and/or research institution, consultancy company, commercial laboratory, or any other organization/company which has implemented environmental technology and management. During the intern period, students are expected to apply their professional knowledge gained in the College into a real situation; in addition, students are expected to develop their professional working attitude, ethics, communication skill, team working tactic, and any other specific skills at the host organization in real situation.
EPIN3063	This course will help you understand why digital technologies are at the forefront of enterprise innovation and entrepreneurship. Through understanding the digital paradigms and best management practices of innovation and digital technology across various industries, this course further navigates how incumbent and entrepreneurial firms can transform through strategic digital initiatives and business design to ensure future survival and competitiveness. You will acquire a framework for recognizing digital disruption that undermine traditional business performance and understanding what makes for successful digital business transformation. You will acquire knowledge and skills about how to create and capture value during the digital innovation process. You will develop your competence in analyzing and designing digital business models, digital innovations, and digital strategies. You will also be equipped with the managerial mindsets, techniques, and tools that are used to understand how innovative digital solutions are designed, created, and delivered.
EPIN4033	This course is designed to meet the needs of future managers, entrepreneurs, consultants and investors who must analyze and develop business strategies in technology-based industries. Firms in such industries compete through technological innovations and face significant uncertainty with respect to emerging technologies and business models. The emphasis in the course is on learning conceptual models and frameworks to help navigate the complexity and dynamism of technological innovation.
FINM2063	This course aims to introduce the basic concepts & principles of finance for financial mathematics students. It introduces the principles of investment theory, economics of banking & financial institutions, financial statement analysis and other core areas of finance that will build a solid foundation for FM students to pursue other courses in finance.
ENV3113	This course provides students with a basic and board understanding of law as an important and essential instrument in environmental management. The course will address how China formulates environmental policies, laws and regulations for governing the environment and natural resource utilization. In addition, students will learn the challenges and opportunities of some common multilateral environmental treaties and regional cooperation regimes to China. Finally, the course will help students to learn the application of environmental legal instruments in governing the environment and its sustainable development in China.
FOOD1033	This course provides students with an overview of the scientific principles and current status of technology related to food and food products. The contents will include an overview of food components, food additives, diet, food safety and health.
FOOD3083	This course introduces qualitative and quantitative research methods that provide students with a basic knowledge of reading and evaluating research and professional literature within food science area. The course gives students an introduction to research design, methods for data collection, assessment of data quality, and how research results can be presented and interpreted.
FOOD3093	The aim of the course is to let students identify relationships between lifestyles related to food consumption patterns and implementation of successful health promotion of the population in the community for improvement of the quality of life and extension of life expectancy. The objectives are 1. to understand community nutrition and recognize the importance of community nutrition; 2. to conduct nutritional assessment and monitoring of the community; 3. to identify factors affecting food choices, nutritional status, and food system; and 4. to integrate knowledge on the nutrition policy, guidelines and controversies.
FREN1013	This course is intended for complete beginners in French according to the CEFRL (Common European Framework of Reference for languages) Level A1 (Part 1). It aims at developing basic knowledge in the four areas of competence (listening, speaking, reading and writing) and developing students linguistic, communicative and cultural competence in the target language.
FREN2023	This course aims to introduce what French Culture is. Its general objective is to use, complement and transform pre-existing knowledge and interest in France students may have into intellectually, socially and professionally relevant skills.
GCAP3003	The objective of this GE Level 3 capstone course is to provide Year 3 and Year 4 students with an opportunity for service-learning, thereby building their sense of social responsibility and community engagement as well as their consciousness of values. The hands-on experience in service-learning and community projects will allow students to apply the knowledge that they have obtained throughout their studies at UIC for the benefits of the service users under the guidance of their teachers and the community partners. The service-learning experiences will strengthen students communication, interpersonal, problem-solving, decision-making skills, while encouraging them to use their creativity to identify resources and solutions that could help address the communitys issues. .Mutual benefits can be derived through meaningful service provided to the community and valuable learning experiences gained by the students. Community partners can be non-for-profit agencies/organizations/institutions; social enterprises that have the dual goals of maximizing profits and benefits to the society; and the non-profit-making initiatives/divisions of business enterprises.
GCAP3013	This course takes as its centrepiece an effort to train university students to come up with innovative and creative ways to educate young people at middle-school age about media literacy skills. The course will start with an overview of media literacy theory from an interdisciplinary perspective, including political economy, news media studies, and sociology. In collaboration with local middle schools, students will develop and deliver digital media literacy education workshops and other projects. Students are expected to actively participate in educating and fostering younger generation to be healthy citizens and media consumers. This educational project will serve as a reflective and communicative medium for both the students and collaborators to explore digital media and its social impact and to design innovative ways to enhance their knowledge about its dangers and proper usages.
GCAP3023	This course aims to develop students knowledge and skills that are necessary for constructing and delivering effective language lessons to specific groups of learners. It also provides students with opportunities to work in a team to adjust their teaching plans according to the learning needs and learners abilities, as well as the teaching facilities available in the learning settings.
GCAP3033	The course combines experiential learning with the opportunity to reflect on and synthesize those experiences, using a variety of genre from reports and brochures to essays and personal reflections. The students will further learn to write about community service from reading and applying theories, concepts, and principles learned from the readings and lecture to the practice of writing for the community. The objectives are as follows 1) broaden the practical experiences of students; 2) give the students the opportunity to practice a wide variety of genres used to write about and for the community; 3) develop student skills at reflect and synthesizing that experience in an academic and a professional context. Above all, the course aims to provide students with the skills to apply writing as a skill and art form in a meaningful manner both to better their communities as well as to become responsive leaders and communicators in society.
GCAP3043	This course provides theoretical perspectives, methods and tools for environmental education. The interdisciplinary studies in relationship of man and nature is introduced through literature and lectures, is applied in a real-world case Sustainability at UIC and Zhuhai and designing an environmental education plan, and is developed through discussion and reflection.
GCAP3113	This course will establish a co-supervision mechanism with supervisors invited by the instructor. Two co-supervisors will work closely to guide students throughout the project to achieve set project goal(s). Students will have the opportunity to conduct the project in an interdisciplinary approach in a team setting. Under exceptional circumstance, a student with approval of the instructor can individually conduct a project. Examples of contemporary industrial/community issues of the interdisciplinary nature includes, but not limited to the following (1) Responsive Big Data Analytics (BDA) and AI;(2) Explainable BDA and AI;(3) Privacy issues in BDA and AI;(4) Humanitarian BDA and AI;(5) Green development and sustainability with BDA and AI;(6) Environmentally friendly Awareness with BDA and AI;(7) Human in the loop in BDA and AI;(8) The roles of BDA and AI in industry settings;(9) The roles of BDA and AI in community settings.
GCAP3133	With perception with real world, images or videos are watched or used in our daily life. It is beneficial to understand and appreciate daily photos/pictures and videos on TV, internet and all multimedia. This course introduces concepts of digital images and basic processing techniques to make digital images more beautiful. Also, the course introduces simple instructional programming language MATLAB as needed to process digital images. The various challenges and opportunities will be provided to process digital images in daily life such as image resizing, enhancement, digitalization of paintings etc. The course focuses on the basics of understanding of digital images and their processing techniques for both Computer Science (CS) and non-CS students to understand and appreciate digital images and their usages in our daily life.
GCAP3143	This course aims to develop students experience in delivering high quality project to a real community in systemically and professional manners. Students will work in groups and identify as well as resolve a real problem in relation to ecological civilization and environmental sustainability in the community. Through the completion of this project, students are expected to demonstrate the appropriate applications of interdisciplinary knowledge and skills gained from various courses offered by different academic units so as to help the community to live in a better environment. The project type could be (but not limited to) project-based, community-based, or service-based. The project should have the elements of the following (but not limited to) sustainability and/or environment management, education, arts and creativity, science and technology, and/or the integration of various sustainability and environmental aspects.
GCAP3153	This course aims to explore and critically review variable intergenerational pathways, models, and cases for connecting people of different generations as well as combating age discrimination. To this end, the course gives emphasis to the need of embracing an interdisciplinary approach for careful planning, decision-making, problem-solving, and creating intergenerational programs. This will also be the major theme when delivering contents about intergenerational practice. Through projects of collaboration, students will be given opportunities to tap into creativity, innovation, technologies, and research for applying knowledge while promoting social inclusion.
GCAP3163	This course will introduce students to the analysis of gender and film. Students will critically investigate the representation of gender across a broad range of screen culture, studying films from a diverse range of genres, national cinemas, and historical epochs. Students will explore how the representation of gender intersects with race and ethnicity, sexuality, national identity,  and social class. They will study theories of stardom, performativity, and embodiment, and investigate how film culture both reinforcesand subvertsdominant gender stereotypes. Through class discussion, group exercises, and written assignments, students will apply their theoretical knowledge to the analysis of filmand visual culture more broadly. Course screenings will include classical Hollywood, film noir, the documentary, horror and science fiction, action films, the melodrama, transnational cinema, independent film and video art, and contemporary television. Course readings will draw from key texts on film theory, gender and womens studies, queer theory, audience and reception theory, and cultural studies
GCAP3173	This course aims to develop the students creative skills necessary to analyse and compose innovative songs using algorithms and mathematical procedures like randomness, combinatory, or matrixes. As an independent study course, students will learn through provided readings, videos, podcasts and discussions with instructor on how to create lyrics, rhythmic structures, and melodic patterns using their own algorithms and musical procedures. The skills will be learned firstly through the analysis of the techniques used in the selected songs and models provided and then by application of these compositional techniques and procedures. This course also aims to develop the students analytical and critical thinking skills as well as the ability to evaluate and judge complex procedures related to melodic and rhythmic cohesion, music structure and harmonic originality. As such, the course is designed for students who want to expand their musical knowledge under a multidisciplinary approach and be able to compose out of the box. After an introduction to several Models of algorithms applied to music composition students will learn how to compose lyrics and specifics aspects of songwriting. The course concludes with students writing a final project.
GCAP3193	This course will provide students with the opportunity to conduct an independent interdisciplinary study under the supervision of a faculty member of the financial mathematics. Student will choose an issue broadly related to investment practice or concern that is of interest to her/him, conduct systematic study, design innovative solution to do rational investment, promote trading thoughts in various channels. The study aims to allow students to think beyond their major field, make connections to other disciplines like financial mathematics, econometrics, accounting, statistics, computer science, data science, cinema and television , etc, and solve real-world issues in financial industry, and deepen their analytic and creative skills. All these are competences that students will need in the complexity of the contemporary world and workplace as responsible and responsive global citizens.
GCAP3203	This course is an interdisciplinary capstone project in which students utilize the knowledge and skills gained through their majors to create a culminating work that critically addresses a problem or issue in the field of food and nutritional science. The course provides students with the opportunity to integrate and apply learning from their professional programs of study in a comprehensive manner. Emphasizing systems thinking and community engagement, the capstone experience explores solutions to real-world food or nutrition issues through focused study and team-based learning, with direction from a faculty member and in partnership with a community leader.
GCAP3213	Service leadership focuses on collaboration and communication between service leaders and others. It includes satisfying the needs of oneself, other people, community, and the society. This course aims to develop the necessary knowledge and competencies that will enable students to become effective service leaders to meet the needs of the changing society. In this course, students will have the opportunity to apply what they have learned to develop a community service plan or a business plan for establishing a new social enterprise. The main objective of this course is to help students to establish and then foster their awareness of the well-being of others so that they will exhibit service leadership behaviours in their daily lives and in the development of their future careers.
GCCH1033	This course is designed for total beginners of Chinese language. It aims to help foreign students to (1) read the phonetic symbols (Pin-Yin), distinguish the differences between the four tones in Chinese; (2) carry out simple conversations in Chinese, and (3) can recognise, write and use approximately 200 commonly-used Chinese words.
GCIT1013	This course provides students with basic knowledge of computer-oriented problem solving methodologies, algorithm development, structured programming concepts and design techniques, and implementation tools that facilitate debugging and testing. In particular, structured programming skills will be illustrated with a contemporary programming language.
GCIT1023	This course provides students with basic knowledge of computer-oriented problem modelling and solving methodologies, algorithm analysis, and structured programming by using Python. Students will learn about the basic concepts of structured programming and how to develop elegant Python programs. Specific topics will include structured programming methodology, data types, control structures, functions, and the mechanics of running, testing, and debugging. After learning this course, students will be able to solve problems, explore real-world  programming development challenges, and create small yet practical python applications.
GCNU1053	This is a course about statistical ideas and their impact on everyday life, public policy, and many different fields of study. Descriptive statistics (charts, tables, etc.) and inferential statistics are introduced by mainly verbal explanation with minimum mathematical formulation.
GCNU1063	This course provides students with an understanding of fundamental statistical techniques commonly used in social science, business, and science today. The emphasis is on statistical thinking, concepts and data analysis. Students are required to solve a variety of problems using statistical packages.
GCS4003	This course is a summative assessment of students enrolled in the Minor Programme in Global China Studies. In this course, students will reflect on what they have learnt from the Minor Programme and demonstrate their knowledge of China by writing a final year paper (approximately 20 pages or 5000 words). The format of this course is seminar in which students discuss and compare the different ways of presenting China. The objective is that students are exposed to the various images of China in different parts of the world. They will see that the many images of China are the results of different understanding of Chinas roles in the world.
GCAP3073	This course aims to (a) provide students with theories and application of how to organize both Chinese and international festivals as special events, which are in the context of cultural, social, political, economic, environmental as well as artistic aspects; (b) analyze and apply the basic event management and arts theories in enhancing the visual attractiveness during event planning and operations; (c) research, develop their critical skills by working through a range of projects, and students will strengthen their ideation and research capabilities as a creative and innovative process using text, visual elements and aesthetics. Furthermore, through the study of successful cases around the world, they will build up a foundation in event planning and arts management creating different styles or themes of both Chinese and international festivals in school communities; (d) reflect and evaluate how to integrate academic content with community-engaged experiences to advocate for social awareness of cultural diversities.
GCAP3083	This course introduces the characteristics, sources, practice, services and audiences of digital media locally and internationally; integrates marketing planning and strategies; and compares the effects of the cases of digital marketing. The course analyses the marketing strategies and effectiveness of uses of digital media. It is designed to give students an understanding of the contextual factors, social networks, audience needs and those affect the marketing and promotional contents of digital media. The intersections of online services and media marketing, including audio, video, commercial short film, and social media will be analyzed. The writing and producing the contents for digital marketing will also be covered. Additionally, students would be guided to apply digital media and marketing strategies to provide services for the local, regional and global communities.
GERM1023	This course is an introduction to German language. Designed for students with no prior knowledge of the German language, the course aims at building students linguistic and communicative skills in the four areas of language learning, i.e. listening, speaking, reading and writing according to CEFR A1.1 (Common European Framework of Reference for Languages) as well as to enable students to apply communication strategies in the target language. Besides, students will gain a brief insight into German speaking culture(s) and develop  cultural literacy  towards the German cultural area at a basic level.
GERM2013	This course offers literary, historical, and socio-cultural entry points into German cultural and political developments, including the German role in the European Union and Germanys contemporary significance as a migration society. Students will connect important events in German history to textual representation in multiple genres and media and develop their analytic, critical, and creative abilities as well as their writing, presentation, and teamwork skills by examining texts and scholarship that explore German identity, memory, empire, nation, cosmopolitanism, and migration.
GFHC1003	This course helps students to develop an awareness of the history of living religions in the East and their relevance to world history. Students will be reading chapters from the assigned book to gain a basic knowledge of all major forms of eastern religions and formulate a reflective way to see how religious traditions respond to key themes of human civilization.
GFHC1013	1. Helping students to develop an awareness of world religions and its traditions in the West, including their relevance to global civilization and worldviews that are different from their own. 2. Students will study a broad range of western classics in addition to the assigned readings.
GFHC1023	This course is designed to provide first year undergraduates an introduction to various forms of culture in traditional East Asia, including traditional Chinese, Japanese, and Korean culture. The course will be divided into two major sections. The first section highlights and explores the foundational themes of East Asian culture from antiquity, including religious and philosophical beliefs (Confucianism and Buddhism), literature, art, architecture, and womens virtues. The second section examines the similarities and differences between Chinese, Japanese and Korean traditional cultures. By the end of the course, students are expected to have developed a critical reading and thinking ability to explore the question of what constitutes East Asia, and to critically examine the shared cultural elements that are widely considered to constitute East Asian culture, both historically and today.
GFHC1033	South Asia is the land which gave birth to one of the worlds oldest civilizations  the Indus Valley civilization, which was expanded all over the northwestern part of the Indian subcontinent from the 4th to the 2nd millennium BC. South Asia is also the cradle of major religious traditions such as Hinduism, Buddhism, Jainism, and so on. This course is interdisciplinary in spirit and aims to broaden students horizon on South Asian civilization, which originated in various regions of the Indian subcontinent and whose influence extended all over South and Southeast Asia in different points of the history. The living heritages of the civilization could still be found in places such as Afghanistan, Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan, Sri Lanka, Bali in Indonesia, Siem Reap in Cambodia, etc. Students will gain in-depth understanding on various issues related to South Asian history, culture, and society and enlighten their intellectual horizon.
GFHC1053	The Middle East occupies a central position in the geography of the world and in the development of modern politics and economic relations. The history of the region is particularly rich, since it is the cradle of some of the oldest civilizations. The rise and fall of those civilizations have led to a diversity of languages, literatures, cultures, religions and beliefs enduring to this day. In modern times, a further factor in cementing the centrality and turbulence of the Middle East is its dominance in the production of oil, the most important energy source in the industrial world. This course aims to clarify the stages of historical development in the Middle East, the causes of social change, and the major figures on the stage of political action. The course begins with the earliest civilizations and follows the regions development systematically through to the late twentieth century. By the end of the course the student will be able identify and understand the long-term trends that have shaped the modern Middle East.
GFHC1063	This course is an introduction to the history of modern Western ideas and culture. As such, it seeks to acquaint students with the central developments in Western thought and culture from the middle of the eighteenth century to the present. It offers a comprehensive exploration of these developments, through a scrutiny of their main aspects, origins, nature, and evolution. The general pedagogical objective of the course is to cultivate in students the ability to use historical and cultural perspectives to gain insight into contemporary issues.
GFHC1073	This course will explore fundamental issues from the Western philosophical tradition in a topic-based format, providing an accessible introduction to metaphysics, epistemology, ethics and values from both classic and modern perspectives. This course will introduce and analyse concerns that are fundamental to who we are, what is the nature of the world around us and how we want to live.
